City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Lobito,AO,-12.3481,13.5456,71.6,80,81,5.3,broken clouds
466,Rurrenabaque,BO,-14.4413,-67.5278,89.49,62,75,5.75,broken clouds
467,Garissa,KE,-0.4536,39.6401,84.81,42,63,25.55,broken clouds
468,Divo,CI,5.8397,-5.36,77.49,92,84,4.94,light rain
469,Porbandar,IN,21.6422,69.6093,83.1,76,21,9.66,light rain
470,Bassano,CA,50.7834,-112.4685,61.03,27,100,11.74,overcast clouds
471,Egvekinot,RU,66.3167,-179.1667,25.56,85,99,17.43,overcast clouds
472,Victor Harbor,AU,-35.5667,138.6167,53.69,63,5,3.0,clear sky
473,Dzhankoy,UA,45.7167,34.4,55.62,57,100,22.62,overcast clouds
474,Skjervoy,NO,70.0311,20.9714,44.6,77,100,4.99,overcast clouds
475,Vanavara,RU,60.34,102.2797,29.01,74,98,10.96,overcast clouds
476,Wagga Wagga,AU,-35.1167,147.3667,57.61,54,88,3.44,overcast clouds
477,Coulommiers,FR,48.8145,3.085,60.91,66,11,3.0,few clouds
478,Cuamba,MZ,-14.8031,36.5372,80.56,39,74,3.27,broken clouds
479,Atar,MR,20.5169,-13.0499,105.15,7,55,13.6,broken clouds
480,Waipawa,NZ,-41.4122,175.5153,59.04,94,99,4.0,overcast clouds
481,Chitrakonda,IN,18.1167,82.0833,73.33,94,75,3.38,broken clouds
482,Maningrida,AU,-12.0667,134.2667,78.84,79,78,4.27,broken clouds
483,Tupik,RU,54.4253,119.9327,31.96,89,100,1.83,light snow
484,Clyde River,CA,70.4692,-68.5914,34.03,100,90,5.75,light intensity drizzle
485,Poum,NC,-20.2333,164.0167,73.63,73,0,11.03,clear sky
486,Ferrol,ES,43.4832,-8.2369,73.65,78,16,9.51,few clouds
487,Nemuro,JP,43.3236,145.575,50.94,70,81,10.78,broken clouds
488,Nelson Bay,AU,-32.7167,152.15,58.68,81,60,6.69,broken clouds
489,Waingapu,ID,-9.6567,120.2641,76.23,77,70,5.26,broken clouds
490,Qasigiannguit,GL,68.8193,-51.1922,32.25,76,100,3.02,overcast clouds
491,Gallup,US,35.5281,-108.7426,57.04,82,75,0.0,broken clouds
492,Bracciano,IT,42.1031,12.1754,64.85,55,44,15.66,scattered clouds
493,Filadelfia,US,39.9523,-75.1638,72.01,79,75,1.99,broken clouds
494,Sisimiut,GL,66.9395,-53.6735,39.04,77,100,6.13,overcast clouds
495,Teya,RU,60.3778,92.6267,32.31,91,100,9.1,light snow
496,Lipin Bor,RU,60.2622,37.9763,45.7,87,3,8.88,clear sky
497,Tucuma,BR,-0.1833,-50.05,90.07,54,95,8.5,overcast clouds
498,Dharchula,IN,29.85,80.5333,66.22,89,20,3.11,few clouds
499,Uddevalla,SE,58.3478,11.9424,56.07,94,87,5.41,overcast clouds
500,Namibe,AO,-15.1961,12.1522,66.34,72,70,14.99,broken clouds
501,Mutsu,JP,41.2894,141.2169,48.99,68,60,4.12,broken clouds
502,Samarai,PG,-10.6167,150.6667,79.74,84,74,10.13,broken clouds
503,Mahanoro,MG,-19.9,48.8,71.89,79,40,0.87,scattered clouds
504,Caceres,ES,39.522,-6.3748,78.8,41,4,4.59,clear sky
505,Revda,RU,56.801,59.9303,38.21,94,35,5.06,scattered clouds
506,Lisa,RO,43.8,25.1333,62.71,53,76,16.73,broken clouds
507,Kaeo,NZ,-35.1,173.7833,61.32,96,98,9.24,overcast clouds
508,Freeport,US,40.6576,-73.5832,71.49,66,90,1.99,overcast clouds
509,Sur,OM,22.5667,59.5289,84.11,68,0,6.98,clear sky
510,Zaozerne,UA,45.1582,33.2787,52.95,63,86,24.47,overcast clouds
511,Kirkwall,GB,58.9848,-2.9587,50.34,81,75,3.44,broken clouds
512,Olga,RU,43.7444,135.2892,47.62,62,100,3.22,overcast clouds
513,Atasu,KZ,48.6814,71.6433,28.06,75,18,8.3,few clouds
514,Palimbang,PH,6.2106,124.1894,79.21,75,94,4.65,overcast clouds
515,Mnogovershinnyy,RU,53.9353,139.9242,28.27,83,40,5.28,scattered clouds
516,Bojnurd,IR,37.4747,57.329,58.95,67,0,11.5,clear sky
517,Sarishabari,BD,24.7333,89.8333,84.0,73,34,3.42,scattered clouds
518,Taian,CN,36.1853,117.12,56.43,91,100,5.28,light rain
519,Marienburg,PL,54.0359,19.0266,56.86,82,100,5.77,moderate rain
520,Kiruna,SE,67.8557,20.2251,43.72,87,90,8.05,overcast clouds
521,Umm Kaddadah,SD,13.6017,26.6876,91.33,16,84,6.82,broken clouds
522,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,74,0,8.95,clear sky
523,Hami,CN,42.8,93.45,58.19,24,72,8.01,broken clouds
524,Nur,PL,52.6683,22.3221,58.78,48,100,17.16,overcast clouds
525,Progreso,MX,21.2833,-89.6667,89.11,56,14,5.61,few clouds
526,Constitucion,CL,-35.3333,-72.4167,61.97,47,0,9.66,clear sky
527,Ranghulu,CN,46.65,124.8667,42.08,65,34,2.91,scattered clouds
528,Nioki,CD,-2.7167,17.6833,75.25,75,100,2.95,overcast clouds
529,Barddhaman,IN,23.25,87.85,84.63,70,81,3.91,broken clouds
530,Santa Ana,US,33.7456,-117.8678,73.99,77,90,1.01,haze
531,Ishigaki,JP,24.3448,124.1572,82.63,80,30,15.35,scattered clouds
532,Lubao,PH,14.9167,120.55,82.42,98,100,3.98,light rain
533,Nanchang,CN,28.6833,115.8833,74.23,72,39,9.91,scattered clouds
534,San Policarpo,PH,12.1791,125.5072,78.4,88,100,8.79,moderate rain
535,Ternate,ID,0.8,127.4,80.74,77,67,4.03,broken clouds
536,Novska,HR,45.3406,16.9769,60.67,97,100,5.57,light rain
537,Sinnamary,GF,5.3833,-52.95,84.07,75,100,7.87,light rain
538,Saint-Pierre,RE,-21.3393,55.4781,73.08,82,75,4.61,light rain
539,Nizhniy Tsasuchey,RU,50.5167,115.1333,39.61,77,97,6.87,overcast clouds
540,Kostomuksha,RU,64.571,30.5767,47.46,76,100,16.64,overcast clouds
541,Sieu-Magherus,RO,47.0833,24.3833,57.24,49,91,9.75,overcast clouds
542,Baykit,RU,61.67,96.37,32.7,91,100,8.21,light snow
543,Shingu,JP,33.7333,135.9833,68.67,82,8,5.28,clear sky
544,Douglas,US,41.3,-96.167,69.6,81,90,1.01,overcast clouds
545,Foam Lake,CA,51.65,-103.5343,78.82,16,99,13.82,overcast clouds
546,Dunedin,NZ,-45.8742,170.5036,55.8,97,100,3.4,overcast clouds
547,Hay River,CA,60.8156,-115.7999,35.58,93,90,3.44,light rain
548,Meadville,US,41.6414,-80.1515,80.74,69,1,3.0,clear sky
549,Marfino,RU,55.7028,37.3822,47.08,73,0,4.47,clear sky
550,Pisco,PE,-13.7,-76.2167,68.05,73,0,8.05,clear sky
551,Kemijarvi,FI,66.7131,27.4306,46.36,95,100,7.81,light rain
552,Toumodi,CI,6.5613,-5.0158,86.5,86,82,5.55,moderate rain
553,Dongsheng,CN,39.8161,109.9776,42.35,83,5,1.36,clear sky
554,Moree,AU,-29.4667,149.85,48.22,71,76,10.36,broken clouds
555,Awbari,LY,26.5921,12.7805,82.47,18,0,9.53,clear sky
556,Brigantine,US,39.4101,-74.3646,71.17,84,90,6.91,overcast clouds
557,Santa Cruz,BO,-17.8,-63.1667,89.65,43,75,21.85,smoke
558,Pangnirtung,CA,66.1451,-65.7125,44.6,61,75,13.8,broken clouds
559,Lypnyazhka,UA,48.4469,31.0761,46.49,37,1,8.93,clear sky
560,Halifax,CA,44.6453,-63.5724,70.68,43,20,1.01,few clouds
561,Kolondieba,ML,11.0882,-6.8926,89.74,53,36,2.64,scattered clouds
562,Lasa,IT,46.6166,10.7002,55.31,94,99,8.21,overcast clouds
563,San Andres,CO,12.5847,-81.7006,83.41,80,92,17.65,overcast clouds
564,Kunszentmiklos,HU,47.027,19.1258,53.98,78,100,8.41,overcast clouds
565,Lumphat,KH,13.4878,106.9816,72.16,99,100,2.08,moderate rain
566,Bullhead City,US,35.1478,-114.5683,80.71,48,20,0.0,few clouds
567,Gilgit,PK,35.9221,74.3087,71.96,35,0,2.17,clear sky
568,Cody,US,44.5263,-109.0565,69.4,34,40,6.91,scattered clouds
569,Port Blair,IN,11.6667,92.75,80.76,82,100,10.4,overcast clouds
570,Buchanan,LR,5.8808,-10.0467,82.36,78,91,9.37,light rain
571,Koslan,RU,63.4564,48.8989,43.36,81,32,9.93,scattered clouds
572,Curaca,BR,-8.9903,-39.9094,96.62,20,60,13.38,broken clouds
573,Rochegda,RU,62.8,43.25,43.86,86,13,7.29,few clouds
574,Montepuez,MZ,-13.1256,38.9997,78.55,56,60,8.25,broken clouds
575,Mathathane,BW,-22.2687,28.7495,80.37,33,0,9.73,clear sky
576,Nyaunglebin,MM,17.95,96.7333,75.7,98,100,6.58,overcast clouds
577,Iqaluit,CA,63.7506,-68.5145,40.73,80,75,10.0,broken clouds
578,Gurupa,BR,-1.405,-51.64,97.29,36,80,3.44,broken clouds
579,Malanje,AO,-9.5402,16.341,69.21,75,100,6.4,overcast clouds
580,Codrington,AU,-38.2667,141.9667,46.02,77,58,13.33,broken clouds
581,Vaxjo,SE,56.8777,14.8091,53.8,100,0,4.61,clear sky
582,Yulara,AU,-25.2406,130.9889,66.04,42,34,11.5,scattered clouds
583,Palpa,PE,-14.5336,-75.1856,86.14,34,54,9.24,broken clouds
584,Konyshevka,RU,51.8418,35.2941,44.31,50,3,8.41,clear sky
585,Yermakovskoye,RU,53.2831,92.4003,35.37,80,1,5.14,clear sky
586,Talnakh,RU,69.4865,88.3972,35.26,100,100,5.03,light rain
587,Hofn,IS,64.2539,-15.2082,41.02,75,75,13.8,broken clouds
588,Portree,GB,57.4129,-6.1942,51.85,92,100,6.49,heavy intensity rain
589,Tupelo,US,34.2576,-88.7034,73.98,80,90,3.44,overcast clouds
590,Kasempa,ZM,-13.4584,25.8338,79.29,33,99,1.57,overcast clouds
591,Singarayakonda,IN,15.25,80.0333,82.56,82,17,9.55,few clouds
592,Sioux Lookout,CA,50.1001,-91.917,69.87,60,40,12.66,scattered clouds
593,Kaili,ID,-3.4626,120.2147,66.31,86,54,3.36,broken clouds
594,Dudinka,RU,69.4058,86.1778,36.55,99,100,7.72,overcast clouds
595,Verkhnyaya Inta,RU,65.9811,60.3094,43.95,81,100,20.0,overcast clouds
596,Kabompo,ZM,-13.5927,24.2008,76.41,48,96,4.21,overcast clouds
597,Bonavista,CA,48.6499,-53.1147,64.4,60,53,10.29,broken clouds
598,Nautla,MX,20.2167,-96.7833,82.81,62,13,10.85,few clouds
599,Lompoc,US,34.6391,-120.4579,69.13,78,90,3.44,overcast clouds
600,Coffs Harbour,AU,-30.3,153.1333,57.16,81,39,6.91,scattered clouds
601,Nova Granada,BR,-20.5339,-49.3142,95.25,24,37,4.9,scattered clouds
602,Okhotsk,RU,59.3833,143.3,25.74,74,24,13.94,few clouds
603,Manono,CD,-7.3,27.4167,76.44,72,100,3.76,overcast clouds
604,Mayo,US,38.8876,-76.5119,73.04,86,90,5.99,overcast clouds
605,La Ronge,CA,55.1001,-105.2842,52.02,53,20,5.75,few clouds
606,Warwick,US,41.7001,-71.4162,73.06,60,20,3.44,few clouds
607,Tsiroanomandidy,MG,-18.7667,46.0333,77.25,42,63,9.28,broken clouds
608,Bonthe,SL,7.5264,-12.505,83.43,71,54,9.01,light rain
609,Mareeba,AU,-17.0,145.4333,68.72,96,73,4.83,broken clouds
610,Vernon,CA,50.2581,-119.2691,56.14,61,97,3.44,overcast clouds
611,Antofagasta,CL,-23.65,-70.4,67.21,64,62,9.91,broken clouds
612,Abashiri,JP,44.0213,144.2697,48.94,71,100,7.49,overcast clouds
613,Guilin,CN,25.2819,110.2864,78.91,62,23,9.35,light rain
614,Sagua La Grande,CU,22.8067,-80.0756,88.79,54,36,14.0,scattered clouds
615,Charters Towers,AU,-20.1,146.2667,67.46,93,21,8.75,few clouds
616,Kaniama,CD,-7.5667,24.1833,70.57,88,100,4.14,overcast clouds
617,Tres Lagoas,BR,-20.7511,-51.6783,96.49,31,66,7.14,broken clouds
618,Sadovoye,RU,47.7764,44.5089,44.82,31,6,13.09,clear sky
619,Gat,IL,31.61,34.7642,75.88,58,0,9.48,clear sky
620,Klyuchi,RU,52.2667,79.1667,38.26,86,100,11.83,overcast clouds
621,Kwinana,AU,-32.25,115.7667,48.18,74,76,4.32,broken clouds
622,Jawhar,SO,2.7809,45.5005,77.25,75,100,16.8,overcast clouds
623,Mayumba,GA,-3.432,10.6554,76.35,80,65,8.99,broken clouds
624,Kaputa,ZM,-8.4689,29.6619,84.97,34,98,3.29,overcast clouds
625,Lazarev,RU,52.225,141.5131,41.38,58,14,7.7,few clouds
626,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,92.98,24,8,12.41,clear sky
627,Shaoyang,CN,27.2315,111.4525,65.35,82,3,3.36,light rain
628,Kurumkan,RU,54.3,110.3,34.5,82,45,4.79,scattered clouds
629,Conde,BR,-7.2597,-34.9075,85.46,66,40,16.11,scattered clouds
630,Plymouth,US,41.8334,-70.8328,72.21,59,90,6.91,overcast clouds
631,Sawakin,SD,19.1059,37.3321,86.81,53,2,6.96,clear sky
632,Buraydah,SA,26.326,43.975,90.05,15,0,6.02,clear sky
633,Honningsvag,NO,70.9821,25.9704,44.35,76,75,21.3,broken clouds
634,Panama City,PA,8.9936,-79.5197,87.17,70,95,1.99,overcast clouds
635,Santiago Del Estero,AR,-27.7951,-64.2615,74.32,28,100,19.8,overcast clouds
636,Havoysund,NO,70.9963,24.6622,44.83,66,100,21.59,overcast clouds
637,Tabou,CI,4.423,-7.3528,80.19,79,23,8.57,few clouds
638,Noumea,NC,-22.2763,166.4572,62.58,87,5,2.84,clear sky
639,Rabo De Peixe,PT,37.8,-25.5833,76.28,86,75,13.8,broken clouds
640,Zhangye,CN,38.9342,100.4517,58.08,40,77,5.21,broken clouds
641,Roebourne,AU,-20.7833,117.1333,73.83,57,2,6.82,light rain
642,Linxia,CN,35.6003,103.2064,55.17,66,98,0.69,overcast clouds
643,Minas,UY,-34.3759,-55.2377,57.67,71,65,16.78,broken clouds
644,Pong,TH,19.1493,100.2752,73.24,97,74,1.57,broken clouds
645,Baker City,US,44.7749,-117.8344,52.16,72,90,12.66,overcast clouds
646,Oktyabrskoye,RU,43.0645,44.7417,44.74,93,90,8.95,overcast clouds
647,Milkovo,RU,54.7167,158.6167,28.69,73,16,4.45,few clouds
648,Onega,RU,63.9061,38.1404,49.24,70,97,11.63,overcast clouds
649,Karpogory,RU,64.0019,44.4451,46.22,76,78,10.54,broken clouds
650,Quatre Cocos,MU,-20.2078,57.7625,69.1,79,72,5.28,broken clouds
651,Aksarka,RU,66.5606,67.7975,44.33,81,64,17.29,broken clouds
652,Paita,PE,-5.0892,-81.1144,75.76,71,12,13.42,few clouds
653,Issoire,FR,45.55,3.25,56.46,69,11,6.29,few clouds
654,Palana,RU,59.1167,159.9667,29.55,92,100,11.32,light snow
655,Vanimo,PG,-2.6741,141.3028,76.73,90,100,5.21,heavy intensity rain
656,Rodrigues Alves,BR,-7.738,-72.6509,80.8,78,100,2.75,overcast clouds
657,Korgen,NO,66.0771,13.8153,48.18,86,100,3.87,light rain
658,Seoul,KR,37.5683,126.9778,67.51,91,90,3.44,overcast clouds
659,Isabela,PH,6.7085,121.9711,78.33,85,85,3.0,overcast clouds
660,Bocas Del Toro,PA,9.3333,-82.25,85.08,75,50,7.52,scattered clouds
661,Qaqortoq,GL,60.7167,-46.0333,48.7,50,100,4.59,overcast clouds
662,Flores Da Cunha,BR,-29.0289,-51.1817,69.44,99,99,1.48,overcast clouds
663,Kandi,BJ,11.1342,2.9386,86.76,54,100,3.74,overcast clouds
664,Hemnesberget,NO,66.2333,13.6333,48.58,94,100,2.8,light rain
665,Maarianhamina,AX,60.0973,19.9348,55.26,94,90,20.71,overcast clouds
666,Falam,MM,22.9167,93.6833,61.54,98,14,2.62,few clouds
667,Pedernales,DO,18.0384,-71.744,89.17,52,90,2.73,overcast clouds
668,Saint-Augustin,CA,51.226,-58.6502,61.07,38,63,18.5,broken clouds
669,Mehamn,NO,71.0357,27.8492,44.78,70,40,8.05,scattered clouds
670,San Lorenzo,PY,-25.3333,-57.5333,92.59,59,75,3.0,broken clouds
671,Luanda,AO,-8.8368,13.2343,75.2,78,75,12.66,broken clouds
672,Pavagada,IN,14.1,77.2667,76.08,83,99,5.53,heavy intensity rain
673,Andenes,NO,69.3143,16.1194,44.08,75,75,8.05,broken clouds
674,Alenquer,BR,-1.9417,-54.7383,89.94,35,100,6.58,overcast clouds
675,Constantine,DZ,36.365,6.6147,67.41,52,75,11.5,broken clouds
676,Polovinnoye,RU,54.7914,65.9864,41.65,59,79,6.24,broken clouds
677,Marawi,PH,7.9986,124.2928,67.64,85,94,2.62,overcast clouds
678,Ekhabi,RU,53.5102,142.9671,38.84,78,98,7.54,overcast clouds
679,Cervo,ES,43.6702,-7.4101,70.2,77,21,10.16,few clouds
680,Fallon,US,39.4735,-118.7774,68.41,33,75,5.75,broken clouds
681,Creel,MX,27.75,-107.6333,70.2,39,16,1.83,few clouds
682,Piacabucu,BR,-10.4056,-36.4344,82.38,61,98,11.34,overcast clouds
683,Ilebo,CD,-4.3167,20.5833,73.35,94,99,1.77,overcast clouds
684,Eureka,US,40.8021,-124.1637,56.75,74,44,3.0,scattered clouds
685,Shakhovskaya,RU,56.0283,35.5097,41.27,75,7,7.25,clear sky
686,Antipovka,RU,49.8299,45.3122,45.41,36,100,9.93,light rain
687,Enkoping,SE,59.6361,17.0777,57.24,88,95,6.73,overcast clouds
688,Takoradi,GH,4.8845,-1.7554,80.74,80,76,9.64,light rain
689,Espumoso,BR,-28.7247,-52.8497,67.84,95,97,7.09,overcast clouds
690,Wewak,PG,-3.5534,143.6268,75.88,94,100,4.38,moderate rain
691,Colares,PT,38.7992,-9.4469,84.45,52,0,11.5,clear sky
692,Fare,PF,-16.7,-151.0167,78.03,68,3,12.71,clear sky
693,Agadez,NE,19.75,10.25,85.32,12,0,7.25,clear sky
694,Loukhi,RU,66.0764,33.0381,47.68,85,100,10.51,overcast clouds
695,Rocha,UY,-34.4833,-54.3333,55.17,72,58,16.15,broken clouds
696,Kidal,ML,18.4411,1.4078,99.7,9,0,11.12,clear sky
697,Kawalu,ID,-7.3817,108.2082,70.68,96,100,2.46,overcast clouds
698,Taltal,CL,-25.4,-70.4833,64.27,65,66,7.72,broken clouds
699,Akureyri,IS,65.6835,-18.0878,39.13,56,75,2.3,broken clouds
